ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Meta: inline_featured_image","Meta: rs_page_bg_color"
1642,variation,,"A-Line Maxi Long Prom Dresses for Women with Mesh - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1637,,,,,,5,Color,Blue,,1,,Size,Medium,,1,,,
1651,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,1,Color,Black,,1,,Size,Large,,1,,,
1652,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,2,Color,Black,,1,,Size,Medium,,1,,,
1653,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,3,Color,Black,,1,,Size,Small,,1,,,
1654,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,4,Color,Blue,,1,,Size,Large,,1,,,
1655,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,5,Color,Blue,,1,,Size,Medium,,1,,,
1656,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,6,Color,Blue,,1,,Size,Small,,1,,,
1657,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,7,Color,White,,1,,Size,Large,,1,,,
1658,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,8,Color,White,,1,,Size,Medium,,1,,,
1659,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,9,Color,White,,1,,Size,Small,,1,,,
1660,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,10,Color,Yellow,,1,,Size,Large,,1,,,
1661,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,11,Color,Yellow,,1,,Size,Medium,,1,,,
1662,variation,,"Lace Stitching Satin Maxi Prom Dresses with 3/4 Sleeves - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1650,,,,,,12,Color,Yellow,,1,,Size,Small,,1,,,
1666,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,3,Color,Black,,1,,Size,Small,,1,,,
1667,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,4,Color,Blue,,1,,Size,Large,,1,,,
1668,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,5,Color,Blue,,1,,Size,Medium,,1,,,
1669,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,6,Color,Blue,,1,,Size,Small,,1,,,
1670,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - White, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,7,Color,White,,1,,Size,Large,,1,,,
1671,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - White, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,8,Color,White,,1,,Size,Medium,,1,,,
1672,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - White, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,9,Color,White,,1,,Size,Small,,1,,,
1673,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,10,Color,Yellow,,1,,Size,Large,,1,,,
1674,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,11,Color,Yellow,,1,,Size,Medium,,1,,,
1675,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,12,Color,Yellow,,1,,Size,Small,,1,,,
1664,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,1,Color,Black,,1,,Size,Large,,1,,,
1665,variation,,"Gorgeous Deep Double V Neck Satin Prom Dress with Cap Sleeves - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:1663,,,,,,2,Color,Black,,1,,Size,Medium,,1,,,
